"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 12 09:19:35 UTC 2026","Tue May 12 09:20:01 UTC 2026","25679","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Tue May 12 09:19:04 UTC 2026","Tue May 12 09:19:29 UTC 2026","25216","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Tue May 12 09:19:35 UTC 2026","Tue May 12 09:20:01 UTC 2026","26455","","","","","","Home Page - Download app section is displayed",""
"passed","Tue May 12 09:20:41 UTC 2026","Tue May 12 09:21:01 UTC 2026","19647","","","","","","Home Page - Header navigation links are present",""
"passed","Tue May 12 09:19:04 UTC 2026","Tue May 12 09:19:29 UTC 2026","25234","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Tue May 12 09:20:40 UTC 2026","Tue May 12 09:20:59 UTC 2026","18771","","","","","","Home Page - Navigate to cars booking page",""
"passed","Tue May 12 09:19:35 UTC 2026","Tue May 12 09:19:59 UTC 2026","24083","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Tue May 12 09:20:23 UTC 2026","Tue May 12 09:20:40 UTC 2026","17420","","","","","","Home Page - Navigate to flight booking page",""
"passed","Tue May 12 09:20:01 UTC 2026","Tue May 12 09:20:23 UTC 2026","22413","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Tue May 12 09:19:59 UTC 2026","Tue May 12 09:20:23 UTC 2026","23929","","","","","","Customer Signup - Successful customer signup",""
"passed","Tue May 12 09:20:59 UTC 2026","Tue May 12 09:21:15 UTC 2026","15973","","","","","","Home Page - Navigate to tours booking page",""
"passed","Tue May 12 09:20:23 UTC 2026","Tue May 12 09:20:46 UTC 2026","22900","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Tue May 12 09:19:04 UTC 2026","Tue May 12 09:19:29 UTC 2026","25765","","","","","","Admin Authentication - Successful admin login and session storage",""
"passed","Tue May 12 09:20:46 UTC 2026","Tue May 12 09:21:11 UTC 2026","25200","","","","","","Agent Signup - Successful agent signup",""
"passed","Tue May 12 09:21:01 UTC 2026","Tue May 12 09:21:15 UTC 2026","14476","","","","","","Home Page - Navigate to visa booking page",""
"passed","Tue May 12 09:20:01 UTC 2026","Tue May 12 09:20:23 UTC 2026","21251","","","","","","Home Page - Change language to Russian",""
"passed","Tue May 12 09:20:23 UTC 2026","Tue May 12 09:20:41 UTC 2026","18143","","","","","","Home Page - Home page loads successfully",""
