"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 22 07:49:26 UTC 2026","Fri May 22 07:52:13 UTC 2026","166863","","","","","","Home Page - Navigate to tours booking page",""
"broken","Fri May 22 07:55:56 UTC 2026","Fri May 22 07:59:05 UTC 2026","189160","","","","","","Home Page - Navigate to FAQ page",""
"broken","Fri May 22 06:58:25 UTC 2026","Fri May 22 07:01:17 UTC 2026","172401","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"failed","Fri May 22 07:58:31 UTC 2026","Fri May 22 07:58:42 UTC 2026","11731","","","","","","Home Page - All quick search tabs are visible",""
"broken","Fri May 22 07:54:59 UTC 2026","Fri May 22 07:57:45 UTC 2026","165885","","","","","","Home Page - Navigate to agent signup page",""
"failed","Fri May 22 07:52:29 UTC 2026","Fri May 22 07:52:40 UTC 2026","10616","","","","","","Home Page - Home page loads successfully",""
"broken","Fri May 22 08:03:16 UTC 2026","Fri May 22 08:06:02 UTC 2026","165989","","","","","","Home Page - Navigate to cars booking page",""
"broken","Fri May 22 07:46:51 UTC 2026","Fri May 22 07:50:03 UTC 2026","192076","","","","","","Home Page - Change currency to NGN",""
"broken","Fri May 22 07:49:41 UTC 2026","Fri May 22 07:52:29 UTC 2026","168412","","","","","","Home Page - Navigate to privacy policy page",""
"broken","Fri May 22 08:00:30 UTC 2026","Fri May 22 08:03:16 UTC 2026","165473","","","","","","Home Page - Navigate to terms of use page",""
"broken","Fri May 22 07:50:03 UTC 2026","Fri May 22 07:53:10 UTC 2026","187252","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Fri May 22 07:40:12 UTC 2026","Fri May 22 07:43:36 UTC 2026","204059","","","","","","Home Page - Navigate to best travel deals page",""
"broken","Fri May 22 06:55:31 UTC 2026","Fri May 22 06:58:25 UTC 2026","173537","","","","","","Agent Signup - Email field validation on agent signup",""
"broken","Fri May 22 06:55:31 UTC 2026","Fri May 22 06:58:28 UTC 2026","177149","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Fri May 22 07:46:45 UTC 2026","Fri May 22 07:46:51 UTC 2026","5798","","","","","","Home Page - Download app section is displayed",""
"broken","Fri May 22 07:52:13 UTC 2026","Fri May 22 07:54:59 UTC 2026","165543","","","","","","Home Page - Navigate to about us page",""
"broken","Fri May 22 07:46:18 UTC 2026","Fri May 22 07:49:26 UTC 2026","188686","","","","","","Home Page - Navigate to travel documents page",""
"broken","Fri May 22 06:58:28 UTC 2026","Fri May 22 07:01:21 UTC 2026","172310","","","","","","Agent Signup - Successful agent signup",""
"broken","Fri May 22 07:43:08 UTC 2026","Fri May 22 07:46:18 UTC 2026","189621","","","","","","Home Page - Navigate to careers page",""
"broken","Fri May 22 06:55:23 UTC 2026","Fri May 22 06:58:12 UTC 2026","169853","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Fri May 22 08:02:16 UTC 2026","Fri May 22 08:05:23 UTC 2026","186518","","","","","","Home Page - Navigate to travel insurance page",""
"broken","Fri May 22 06:58:13 UTC 2026","Fri May 22 07:01:01 UTC 2026","168639","","","","","","Customer Signup - First name field validation on customer signup",""
"broken","Fri May 22 07:43:37 UTC 2026","Fri May 22 07:46:26 UTC 2026","168803","","","","","","Home Page - Navigate to stays booking page",""
"broken","Fri May 22 07:40:12 UTC 2026","Fri May 22 07:43:08 UTC 2026","175899","","","","","","Home Page - Navigate to customer signup page",""
"broken","Fri May 22 06:55:23 UTC 2026","Fri May 22 06:58:12 UTC 2026","168982","","","","","","Customer Signup - Successful customer signup",""
"broken","Fri May 22 06:55:31 UTC 2026","Fri May 22 06:58:29 UTC 2026","177480","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Fri May 22 06:58:12 UTC 2026","Fri May 22 07:01:02 UTC 2026","169103","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Fri May 22 06:55:23 UTC 2026","Fri May 22 06:58:13 UTC 2026","170253","","","","","","Customer Signup - Password field validation on customer signup",""
"broken","Fri May 22 06:58:12 UTC 2026","Fri May 22 07:00:59 UTC 2026","166998","","","","","","Customer Signup - Confirm password field validation on customer signup",""
"broken","Fri May 22 07:57:45 UTC 2026","Fri May 22 08:00:30 UTC 2026","165423","","","","","","Home Page - Navigate to contact us page",""
"broken","Fri May 22 07:55:26 UTC 2026","Fri May 22 07:58:31 UTC 2026","184972","","","","","","Home Page - Navigate to file a claim page",""
"broken","Fri May 22 07:52:40 UTC 2026","Fri May 22 07:55:26 UTC 2026","165887","","","","","","Home Page - Navigate to flight booking page",""
"passed","Fri May 22 06:58:29 UTC 2026","Fri May 22 06:58:35 UTC 2026","6037","","","","","","Home Page - Navigate to blogs page",""
"broken","Fri May 22 08:05:23 UTC 2026","Fri May 22 08:08:28 UTC 2026","184830","","","","","","Home Page - Navigate to disruptions page",""
"broken","Fri May 22 06:58:29 UTC 2026","Fri May 22 07:01:21 UTC 2026","172657","","","","","","Agent Signup - Last name field validation on agent signup",""
"broken","Fri May 22 08:01:52 UTC 2026","Fri May 22 08:04:40 UTC 2026","168488","","","","","","Home Page - Navigate to cookies policy page",""
"broken","Fri May 22 07:40:12 UTC 2026","Fri May 22 07:43:37 UTC 2026","204778","","","","","","Home Page - Navigate to accessibility page",""
"passed","Fri May 22 06:43:44 UTC 2026","Fri May 22 06:44:03 UTC 2026","19469","","","","","","Home Page - Header navigation links are present",""
"broken","Fri May 22 07:43:36 UTC 2026","Fri May 22 07:46:45 UTC 2026","189021","","","","","","Home Page - Navigate to investors page",""
"passed","Fri May 22 07:01:39 UTC 2026","Fri May 22 07:01:44 UTC 2026","5398","","","","","","Home Page - Navigate to login page",""
"broken","Fri May 22 07:53:10 UTC 2026","Fri May 22 07:55:56 UTC 2026","165830","","","","","","Home Page - Navigate to become a supplier page",""
"broken","Fri May 22 08:04:40 UTC 2026","Fri May 22 08:07:44 UTC 2026","184347","","","","","","Home Page - Navigate to how to book page",""
"broken","Fri May 22 07:46:26 UTC 2026","Fri May 22 07:49:41 UTC 2026","195033","","","","","","Home Page - Navigate to visa booking page",""
"broken","Fri May 22 07:59:05 UTC 2026","Fri May 22 08:02:16 UTC 2026","190996","","","","","","Home Page - Change language to Russian",""
"broken","Fri May 22 07:58:42 UTC 2026","Fri May 22 08:01:52 UTC 2026","189160","","","","","","Home Page - Navigate to refund policy page",""
