"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 12 06:02:19 UTC 2026","Tue May 12 06:02:45 UTC 2026","25227","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Tue May 12 06:01:48 UTC 2026","Tue May 12 06:02:14 UTC 2026","26160","","","","","","Admin Authentication - Successful admin login and session storage",""
"passed","Tue May 12 06:03:28 UTC 2026","Tue May 12 06:03:47 UTC 2026","18589","","","","","","Home Page - Header navigation links are present",""
"passed","Tue May 12 06:02:19 UTC 2026","Tue May 12 06:02:46 UTC 2026","26245","","","","","","Home Page - Download app section is displayed",""
"passed","Tue May 12 06:03:26 UTC 2026","Tue May 12 06:03:42 UTC 2026","15358","","","","","","Home Page - Navigate to cars booking page",""
"passed","Tue May 12 06:03:42 UTC 2026","Tue May 12 06:03:59 UTC 2026","17713","","","","","","Home Page - Navigate to tours booking page",""
"passed","Tue May 12 06:02:46 UTC 2026","Tue May 12 06:03:10 UTC 2026","23864","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Tue May 12 06:02:46 UTC 2026","Tue May 12 06:03:06 UTC 2026","20642","","","","","","Home Page - Change language to Russian",""
"passed","Tue May 12 06:03:47 UTC 2026","Tue May 12 06:04:02 UTC 2026","15543","","","","","","Home Page - Navigate to visa booking page",""
"passed","Tue May 12 06:03:49 UTC 2026","Tue May 12 06:04:06 UTC 2026","16843","","","","","","Agent Signup - Successful agent signup",""
"passed","Tue May 12 06:03:10 UTC 2026","Tue May 12 06:03:28 UTC 2026","18609","","","","","","Home Page - Home page loads successfully",""
"passed","Tue May 12 06:01:48 UTC 2026","Tue May 12 06:02:13 UTC 2026","24805","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Tue May 12 06:04:06 UTC 2026","Tue May 12 06:04:15 UTC 2026","9037","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Tue May 12 06:01:48 UTC 2026","Tue May 12 06:02:14 UTC 2026","25936","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Tue May 12 06:02:45 UTC 2026","Tue May 12 06:03:10 UTC 2026","24606","","","","","","Customer Signup - Successful customer signup",""
"passed","Tue May 12 06:02:19 UTC 2026","Tue May 12 06:02:46 UTC 2026","26532","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Tue May 12 06:03:06 UTC 2026","Tue May 12 06:03:26 UTC 2026","19995","","","","","","Home Page - Navigate to flight booking page",""
