"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 20 07:56:07 UTC 2026","Wed May 20 07:58:54 UTC 2026","167713","","","","","","Home Page - Navigate to flight booking page",""
"broken","Wed May 20 07:58:54 UTC 2026","Wed May 20 08:02:01 UTC 2026","186447","","","","","","Home Page - Navigate to file a claim page",""
"passed","Wed May 20 07:04:54 UTC 2026","Wed May 20 07:04:59 UTC 2026","5431","","","","","","Home Page - Navigate to login page",""
"broken","Wed May 20 07:55:37 UTC 2026","Wed May 20 07:58:23 UTC 2026","166459","","","","","","Home Page - Navigate to about us page",""
"broken","Wed May 20 07:53:07 UTC 2026","Wed May 20 07:55:56 UTC 2026","168902","","","","","","Home Page - Navigate to privacy policy page",""
"broken","Wed May 20 08:05:25 UTC 2026","Wed May 20 08:08:14 UTC 2026","168886","","","","","","Home Page - Navigate to cookies policy page",""
"broken","Wed May 20 08:03:55 UTC 2026","Wed May 20 08:06:40 UTC 2026","165423","","","","","","Home Page - Navigate to terms of use page",""
"broken","Wed May 20 06:58:55 UTC 2026","Wed May 20 07:01:52 UTC 2026","176621","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Wed May 20 07:07:39 UTC 2026","Wed May 20 07:10:32 UTC 2026","173469","","","","","","Agent Signup - Last name field validation on agent signup",""
"failed","Wed May 20 08:02:01 UTC 2026","Wed May 20 08:02:13 UTC 2026","11835","","","","","","Home Page - All quick search tabs are visible",""
"passed","Wed May 20 07:07:56 UTC 2026","Wed May 20 07:08:03 UTC 2026","7329","","","","","","Home Page - Download app section is displayed",""
"broken","Wed May 20 07:50:08 UTC 2026","Wed May 20 07:53:23 UTC 2026","195076","","","","","","Home Page - Change currency to NGN",""
"broken","Wed May 20 07:04:42 UTC 2026","Wed May 20 07:07:37 UTC 2026","175029","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Wed May 20 07:53:23 UTC 2026","Wed May 20 07:56:34 UTC 2026","190261","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Wed May 20 07:56:34 UTC 2026","Wed May 20 07:59:20 UTC 2026","166523","","","","","","Home Page - Navigate to become a supplier page",""
"broken","Wed May 20 06:58:55 UTC 2026","Wed May 20 07:01:51 UTC 2026","175723","","","","","","Customer Signup - Successful customer signup",""
