"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 22 09:56:16 UTC 2026","Fri May 22 09:56:43 UTC 2026","26897","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Fri May 22 10:23:37 UTC 2026","Fri May 22 10:26:36 UTC 2026","179200","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Fri May 22 10:26:37 UTC 2026","Fri May 22 10:30:08 UTC 2026","210756","","","","","","Home Page - Navigate to visa booking page",""
"broken","Fri May 22 10:23:35 UTC 2026","Fri May 22 10:26:37 UTC 2026","182299","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Fri May 22 10:26:37 UTC 2026","Fri May 22 10:29:37 UTC 2026","179535","","","","","","Agent Signup - Successful agent signup",""
"passed","Fri May 22 09:56:16 UTC 2026","Fri May 22 09:56:42 UTC 2026","26028","","","","","","Customer Authentication - Successful customer login and session storage",""
"broken","Fri May 22 10:23:37 UTC 2026","Fri May 22 10:26:37 UTC 2026","179730","","","","","","Home Page - Navigate to cars booking page",""
"broken","Fri May 22 10:24:14 UTC 2026","Fri May 22 10:27:02 UTC 2026","167907","","","","","","Home Page - Navigate to tours booking page",""
"passed","Fri May 22 09:56:16 UTC 2026","Fri May 22 09:56:42 UTC 2026","25969","","","","","","Agent Authentication - Successful agent login and session storage",""
"broken","Fri May 22 10:29:36 UTC 2026","Fri May 22 10:29:54 UTC 2026","17179","","","","","","Home Page - Download app section is displayed",""
"broken","Fri May 22 10:20:39 UTC 2026","Fri May 22 10:23:37 UTC 2026","178158","","","","","","Customer Signup - Successful customer signup",""
"failed","Fri May 22 10:29:37 UTC 2026","Fri May 22 10:29:58 UTC 2026","20920","","","","","","Home Page - Home page loads successfully",""
"broken","Fri May 22 10:20:39 UTC 2026","Fri May 22 10:23:35 UTC 2026","175683","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Fri May 22 10:26:36 UTC 2026","Fri May 22 10:29:36 UTC 2026","179863","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Fri May 22 10:02:52 UTC 2026","Fri May 22 10:02:59 UTC 2026","6137","","","","","","Home Page - Header navigation links are present",""
"broken","Fri May 22 10:20:39 UTC 2026","Fri May 22 10:24:14 UTC 2026","214662","","","","","","Home Page - Change language to Russian",""
"broken","Fri May 22 10:27:02 UTC 2026","Fri May 22 10:29:52 UTC 2026","170331","","","","","","Home Page - Navigate to flight booking page",""
