"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 12 07:03:50 UTC 2026","Tue May 12 07:04:11 UTC 2026","21187","","","","","","Home Page - Header navigation links are present",""
"passed","Tue May 12 07:02:43 UTC 2026","Tue May 12 07:03:12 UTC 2026","28908","","","","","","Home Page - Download app section is displayed",""
"passed","Tue May 12 07:03:12 UTC 2026","Tue May 12 07:03:31 UTC 2026","19218","","","","","","Home Page - Change language to Russian",""
"passed","Tue May 12 07:02:43 UTC 2026","Tue May 12 07:03:07 UTC 2026","24557","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Tue May 12 07:03:08 UTC 2026","Tue May 12 07:03:31 UTC 2026","23635","","","","","","Customer Signup - Successful customer signup",""
"passed","Tue May 12 07:04:11 UTC 2026","Tue May 12 07:04:25 UTC 2026","13749","","","","","","Home Page - Navigate to visa booking page",""
"passed","Tue May 12 07:02:10 UTC 2026","Tue May 12 07:02:36 UTC 2026","26227","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Tue May 12 07:02:10 UTC 2026","Tue May 12 07:02:37 UTC 2026","26912","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Tue May 12 07:02:43 UTC 2026","Tue May 12 07:03:11 UTC 2026","27675","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Tue May 12 07:03:35 UTC 2026","Tue May 12 07:03:58 UTC 2026","22698","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Tue May 12 07:03:48 UTC 2026","Tue May 12 07:04:06 UTC 2026","17885","","","","","","Home Page - Navigate to cars booking page",""
"passed","Tue May 12 07:04:06 UTC 2026","Tue May 12 07:04:24 UTC 2026","17608","","","","","","Home Page - Navigate to tours booking page",""
"passed","Tue May 12 07:03:58 UTC 2026","Tue May 12 07:04:22 UTC 2026","23645","","","","","","Agent Signup - Successful agent signup",""
"passed","Tue May 12 07:03:31 UTC 2026","Tue May 12 07:03:50 UTC 2026","18799","","","","","","Home Page - Home page loads successfully",""
"passed","Tue May 12 07:03:11 UTC 2026","Tue May 12 07:03:35 UTC 2026","24705","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Tue May 12 07:03:31 UTC 2026","Tue May 12 07:03:48 UTC 2026","17438","","","","","","Home Page - Navigate to flight booking page",""
"passed","Tue May 12 07:02:10 UTC 2026","Tue May 12 07:02:37 UTC 2026","26357","","","","","","Admin Authentication - Successful admin login and session storage",""
