"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 19 13:01:02 UTC 2026","Tue May 19 13:04:29 UTC 2026","206819","","","","","","Home Page - Change language to Russian",""
"broken","Tue May 19 13:09:42 UTC 2026","Tue May 19 13:12:32 UTC 2026","170030","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Tue May 19 13:07:38 UTC 2026","Tue May 19 13:10:25 UTC 2026","166540","","","","","","Home Page - Navigate to cars booking page",""
"broken","Tue May 19 13:03:59 UTC 2026","Tue May 19 13:06:52 UTC 2026","172900","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Tue May 19 12:43:24 UTC 2026","Tue May 19 12:43:33 UTC 2026","9301","","","","","","Home Page - Home page loads successfully",""
"broken","Tue May 19 13:06:52 UTC 2026","Tue May 19 13:09:42 UTC 2026","169623","","","","","","Agent Signup - Successful agent signup",""
"passed","Tue May 19 12:37:01 UTC 2026","Tue May 19 12:37:30 UTC 2026","28527","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Tue May 19 13:06:54 UTC 2026","Tue May 19 13:09:43 UTC 2026","169811","","","","","","Home Page - Navigate to tours booking page",""
"broken","Tue May 19 13:04:29 UTC 2026","Tue May 19 13:07:38 UTC 2026","189160","","","","","","Home Page - Navigate to visa booking page",""
"broken","Tue May 19 13:01:02 UTC 2026","Tue May 19 13:04:00 UTC 2026","177970","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Tue May 19 12:37:35 UTC 2026","Tue May 19 12:37:55 UTC 2026","19542","","","","","","Home Page - Download app section is displayed",""
"passed","Tue May 19 12:37:01 UTC 2026","Tue May 19 12:37:29 UTC 2026","27928","","","","","","Agent Authentication - Successful agent login and session storage",""
"broken","Tue May 19 13:09:43 UTC 2026","Tue May 19 13:12:34 UTC 2026","170530","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Tue May 19 12:37:01 UTC 2026","Tue May 19 12:37:30 UTC 2026","28879","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Tue May 19 12:43:33 UTC 2026","Tue May 19 12:43:41 UTC 2026","7739","","","","","","Home Page - Header navigation links are present",""
"broken","Tue May 19 13:01:02 UTC 2026","Tue May 19 13:03:59 UTC 2026","176543","","","","","","Customer Signup - Successful customer signup",""
"broken","Tue May 19 13:04:00 UTC 2026","Tue May 19 13:06:54 UTC 2026","173130","","","","","","Home Page - Navigate to flight booking page",""
