"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 15 10:02:29 UTC 2026","Fri May 15 10:05:55 UTC 2026","205960","","","","","","Home Page - Change language to Russian",""
"broken","Fri May 15 10:05:55 UTC 2026","Fri May 15 10:09:03 UTC 2026","188047","","","","","","Home Page - Navigate to visa booking page",""
"broken","Fri May 15 10:08:20 UTC 2026","Fri May 15 10:11:10 UTC 2026","169259","","","","","","Home Page - Navigate to tours booking page",""
"broken","Fri May 15 10:02:29 UTC 2026","Fri May 15 10:05:27 UTC 2026","177830","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Fri May 15 09:44:49 UTC 2026","Fri May 15 09:44:59 UTC 2026","9482","","","","","","Home Page - Home page loads successfully",""
"broken","Fri May 15 10:05:27 UTC 2026","Fri May 15 10:08:20 UTC 2026","173550","","","","","","Home Page - Navigate to flight booking page",""
"broken","Fri May 15 10:08:17 UTC 2026","Fri May 15 10:11:06 UTC 2026","168426","","","","","","Agent Signup - Successful agent signup",""
"passed","Fri May 15 09:38:34 UTC 2026","Fri May 15 09:39:01 UTC 2026","27196","","","","","","Agent Authentication - Successful agent login and session storage",""
"broken","Fri May 15 10:09:03 UTC 2026","Fri May 15 10:11:49 UTC 2026","166418","","","","","","Home Page - Navigate to cars booking page",""
"passed","Fri May 15 09:38:34 UTC 2026","Fri May 15 09:39:01 UTC 2026","26885","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Fri May 15 09:39:07 UTC 2026","Fri May 15 09:39:28 UTC 2026","21207","","","","","","Home Page - Download app section is displayed",""
"broken","Fri May 15 10:05:25 UTC 2026","Fri May 15 10:08:17 UTC 2026","172602","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Fri May 15 09:38:34 UTC 2026","Fri May 15 09:39:01 UTC 2026","27121","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Fri May 15 10:02:29 UTC 2026","Fri May 15 10:05:25 UTC 2026","175593","","","","","","Customer Signup - Successful customer signup",""
"passed","Fri May 15 09:44:59 UTC 2026","Fri May 15 09:45:07 UTC 2026","8227","","","","","","Home Page - Header navigation links are present",""
"broken","Fri May 15 10:11:10 UTC 2026","Fri May 15 10:13:58 UTC 2026","167885","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Fri May 15 10:11:06 UTC 2026","Fri May 15 10:13:55 UTC 2026","169059","","","","","","Agent Signup - Confirm password field validation on agent signup",""
