"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 20 10:29:12 UTC 2026","Wed May 20 10:31:59 UTC 2026","167810","","","","","","Home Page - Navigate to tours booking page",""
"broken","Wed May 20 10:31:30 UTC 2026","Wed May 20 10:34:18 UTC 2026","168294","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Wed May 20 10:31:36 UTC 2026","Wed May 20 10:34:24 UTC 2026","168529","","","","","","Home Page - Navigate to cars booking page",""
"passed","Wed May 20 10:01:11 UTC 2026","Wed May 20 10:01:40 UTC 2026","28998","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Wed May 20 10:34:18 UTC 2026","Wed May 20 10:37:06 UTC 2026","167564","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Wed May 20 10:25:45 UTC 2026","Wed May 20 10:28:39 UTC 2026","173959","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Wed May 20 10:01:11 UTC 2026","Wed May 20 10:01:40 UTC 2026","28650","","","","","","Agent Authentication - Successful agent login and session storage",""
"broken","Wed May 20 10:34:24 UTC 2026","Wed May 20 10:37:31 UTC 2026","186240","","","","","","Home Page - Navigate to visa booking page",""
"passed","Wed May 20 10:01:11 UTC 2026","Wed May 20 10:01:41 UTC 2026","29351","","","","","","Customer Authentication - Successful customer login and session storage",""
"broken","Wed May 20 10:28:45 UTC 2026","Wed May 20 10:31:36 UTC 2026","171298","","","","","","Customer Signup - Successful customer signup",""
"broken","Wed May 20 10:31:59 UTC 2026","Wed May 20 10:34:47 UTC 2026","167533","","","","","","Home Page - Navigate to flight booking page",""
"broken","Wed May 20 10:25:45 UTC 2026","Wed May 20 10:28:45 UTC 2026","179208","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Wed May 20 10:07:55 UTC 2026","Wed May 20 10:08:01 UTC 2026","6518","","","","","","Home Page - Header navigation links are present",""
"failed","Wed May 20 10:34:47 UTC 2026","Wed May 20 10:34:59 UTC 2026","11634","","","","","","Home Page - Home page loads successfully",""
"passed","Wed May 20 10:01:46 UTC 2026","Wed May 20 10:02:08 UTC 2026","21778","","","","","","Home Page - Download app section is displayed",""
"broken","Wed May 20 10:25:45 UTC 2026","Wed May 20 10:29:12 UTC 2026","206249","","","","","","Home Page - Change language to Russian",""
"broken","Wed May 20 10:28:39 UTC 2026","Wed May 20 10:31:30 UTC 2026","170734","","","","","","Agent Signup - Successful agent signup",""
