"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 17 11:33:00 UTC 2026","Sun May 17 11:35:49 UTC 2026","168378","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Sun May 17 11:27:46 UTC 2026","Sun May 17 11:30:54 UTC 2026","187928","","","","","","Home Page - Navigate to visa booking page",""
"broken","Sun May 17 11:24:20 UTC 2026","Sun May 17 11:27:17 UTC 2026","176837","","","","","","Agent Signup - Password field validation on agent signup",""
"broken","Sun May 17 11:27:17 UTC 2026","Sun May 17 11:30:11 UTC 2026","174226","","","","","","Agent Signup - Successful agent signup",""
"broken","Sun May 17 11:30:08 UTC 2026","Sun May 17 11:32:56 UTC 2026","167774","","","","","","Home Page - Navigate to flight booking page",""
"passed","Sun May 17 11:01:02 UTC 2026","Sun May 17 11:01:22 UTC 2026","19624","","","","","","Home Page - Download app section is displayed",""
"passed","Sun May 17 11:07:00 UTC 2026","Sun May 17 11:07:07 UTC 2026","6685","","","","","","Home Page - Header navigation links are present",""
"passed","Sun May 17 11:06:50 UTC 2026","Sun May 17 11:07:00 UTC 2026","10347","","","","","","Home Page - Home page loads successfully",""
"broken","Sun May 17 11:32:56 UTC 2026","Sun May 17 11:35:46 UTC 2026","169317","","","","","","Home Page - Navigate to tours booking page",""
"passed","Sun May 17 11:00:28 UTC 2026","Sun May 17 11:00:55 UTC 2026","27197","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Sun May 17 11:00:28 UTC 2026","Sun May 17 11:00:56 UTC 2026","28236","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Sun May 17 11:00:28 UTC 2026","Sun May 17 11:00:57 UTC 2026","29293","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Sun May 17 11:30:11 UTC 2026","Sun May 17 11:33:00 UTC 2026","168930","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Sun May 17 11:24:20 UTC 2026","Sun May 17 11:27:46 UTC 2026","205426","","","","","","Home Page - Change language to Russian",""
"broken","Sun May 17 11:30:54 UTC 2026","Sun May 17 11:33:40 UTC 2026","166549","","","","","","Home Page - Navigate to cars booking page",""
"broken","Sun May 17 11:24:20 UTC 2026","Sun May 17 11:27:16 UTC 2026","176126","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Sun May 17 11:27:16 UTC 2026","Sun May 17 11:30:08 UTC 2026","172077","","","","","","Customer Signup - Successful customer signup",""
