"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat May 23 09:07:48 UTC 2026","Sat May 23 09:10:49 UTC 2026","181465","","","","","","Home Page - Navigate to visa booking page",""
"passed","Sat May 23 08:41:56 UTC 2026","Sat May 23 08:42:00 UTC 2026","4835","","","","","","Home Page - Header navigation links are present",""
"broken","Sat May 23 09:05:15 UTC 2026","Sat May 23 09:08:00 UTC 2026","164801","","","","","","Home Page - Navigate to flight booking page",""
"broken","Sat May 23 09:02:10 UTC 2026","Sat May 23 09:05:00 UTC 2026","169922","","","","","","Agent Signup - Successful agent signup",""
"passed","Sat May 23 08:35:36 UTC 2026","Sat May 23 08:35:56 UTC 2026","19576","","","","","","Admin Authentication - Successful admin login and session storage",""
"broken","Sat May 23 09:07:48 UTC 2026","Sat May 23 09:10:37 UTC 2026","168575","","","","","","Agent Signup - First name field validation on agent signup",""
"broken","Sat May 23 08:59:16 UTC 2026","Sat May 23 09:02:10 UTC 2026","173613","","","","","","Customer Signup - Email field validation on customer signup",""
"broken","Sat May 23 09:05:00 UTC 2026","Sat May 23 09:07:48 UTC 2026","168409","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"broken","Sat May 23 09:02:30 UTC 2026","Sat May 23 09:05:15 UTC 2026","164813","","","","","","Home Page - Navigate to tours booking page",""
"passed","Sat May 23 08:35:36 UTC 2026","Sat May 23 08:35:55 UTC 2026","19261","","","","","","Agent Authentication - Successful agent login and session storage",""
"broken","Sat May 23 09:02:10 UTC 2026","Sat May 23 09:04:59 UTC 2026","169239","","","","","","Customer Signup - Successful customer signup",""
"broken","Sat May 23 09:04:59 UTC 2026","Sat May 23 09:07:48 UTC 2026","168318","","","","","","Home Page - Navigate to cars booking page",""
"broken","Sat May 23 09:08:09 UTC 2026","Sat May 23 09:08:14 UTC 2026","4814","","","","","","Home Page - Download app section is displayed",""
"failed","Sat May 23 09:08:00 UTC 2026","Sat May 23 09:08:09 UTC 2026","9658","","","","","","Home Page - Home page loads successfully",""
"broken","Sat May 23 08:59:16 UTC 2026","Sat May 23 09:02:10 UTC 2026","173263","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Sat May 23 08:35:36 UTC 2026","Sat May 23 08:35:56 UTC 2026","20104","","","","","","Customer Authentication - Successful customer login and session storage",""
"broken","Sat May 23 08:59:16 UTC 2026","Sat May 23 09:02:30 UTC 2026","193772","","","","","","Home Page - Change language to Russian",""
