"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:17:58 UTC 2026","24691","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:18:00 UTC 2026","26327","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"skipped","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:17:33 UTC 2026","0","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Sat May 09 08:19:02 UTC 2026","Sat May 09 08:19:14 UTC 2026","12610","","","","","","Home Page - Navigate to tours booking page",""
"skipped","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:17:33 UTC 2026","0","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Sat May 09 08:18:48 UTC 2026","Sat May 09 08:19:06 UTC 2026","17920","","","","","","Home Page - Home page loads successfully",""
"passed","Sat May 09 08:17:05 UTC 2026","Sat May 09 08:17:30 UTC 2026","24768","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Sat May 09 08:18:01 UTC 2026","Sat May 09 08:18:24 UTC 2026","22869","","","","","","Home Page - Change language to Russian",""
"passed","Sat May 09 08:19:06 UTC 2026","Sat May 09 08:19:16 UTC 2026","9946","","","","","","Home Page - Navigate to visa booking page",""
"passed","Sat May 09 08:18:00 UTC 2026","Sat May 09 08:18:27 UTC 2026","27383","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Sat May 09 08:18:50 UTC 2026","Sat May 09 08:19:07 UTC 2026","16944","","","","","","Home Page - Header navigation links are present",""
"passed","Sat May 09 08:18:24 UTC 2026","Sat May 09 08:18:43 UTC 2026","18991","","","","","","Home Page - Navigate to flight booking page",""
"skipped","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:17:33 UTC 2026","1","","","","","","Admin Authentication - Successful admin login and session storage",""
"passed","Sat May 09 08:17:33 UTC 2026","Sat May 09 08:18:01 UTC 2026","27462","","","","","","Home Page - Download app section is displayed",""
"passed","Sat May 09 08:18:27 UTC 2026","Sat May 09 08:18:50 UTC 2026","22872","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Sat May 09 08:17:05 UTC 2026","Sat May 09 08:17:30 UTC 2026","25054","","","","","","Admin Authentication - Successful admin login and session storage",""
"passed","Sat May 09 08:17:58 UTC 2026","Sat May 09 08:18:20 UTC 2026","22684","","","","","","Customer Signup - Successful customer signup",""
"passed","Sat May 09 08:18:20 UTC 2026","Sat May 09 08:18:48 UTC 2026","27928","","","","","","Agent Signup - Successful agent signup",""
"passed","Sat May 09 08:18:43 UTC 2026","Sat May 09 08:19:02 UTC 2026","19170","","","","","","Home Page - Navigate to cars booking page",""
"passed","Sat May 09 08:17:05 UTC 2026","Sat May 09 08:17:30 UTC 2026","25033","","","","","","Customer Authentication - Successful customer login and session storage",""
