"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun May 17 06:59:26 UTC 2026","Sun May 17 07:02:12 UTC 2026","166289","","","","","","Home Page - Navigate to flight booking page",""
"broken","Sun May 17 06:56:38 UTC 2026","Sun May 17 06:59:26 UTC 2026","167633","","","","","","Home Page - Navigate to agent signup page",""
"passed","Sun May 17 06:16:53 UTC 2026","Sun May 17 06:16:59 UTC 2026","6175","","","","","","Home Page - Navigate to travel documents page",""
"passed","Sun May 17 06:16:03 UTC 2026","Sun May 17 06:16:23 UTC 2026","20507","","","","","","Home Page - Navigate to accessibility page",""
"broken","Sun May 17 06:47:54 UTC 2026","Sun May 17 06:50:50 UTC 2026","175722","","","","","","Home Page - Navigate to cars booking page",""
"broken","Sun May 17 06:47:54 UTC 2026","Sun May 17 06:50:49 UTC 2026","174992","","","","","","Home Page - Navigate to customer signup page",""
"broken","Sun May 17 07:00:12 UTC 2026","Sun May 17 07:02:58 UTC 2026","166085","","","","","","Home Page - Navigate to about us page",""
"broken","Sun May 17 06:28:19 UTC 2026","Sun May 17 06:31:14 UTC 2026","175337","","","","","","Customer Signup - Last name field validation on customer signup",""
"broken","Sun May 17 06:53:45 UTC 2026","Sun May 17 06:57:00 UTC 2026","194805","","","","","","Home Page - Change language to Russian",""
"passed","Sun May 17 06:29:52 UTC 2026","Sun May 17 06:29:59 UTC 2026","6948","","","","","","Home Page - Navigate to blogs page",""
"broken","Sun May 17 06:50:50 UTC 2026","Sun May 17 06:53:45 UTC 2026","175429","","","","","","Home Page - Navigate to terms of use page",""
"broken","Sun May 17 06:28:19 UTC 2026","Sun May 17 06:31:15 UTC 2026","175861","","","","","","Customer Signup - Password field validation on customer signup",""
"passed","Sun May 17 06:17:39 UTC 2026","Sun May 17 06:17:47 UTC 2026","7299","","","","","","Home Page - Download app section is displayed",""
"passed","Sun May 17 06:17:33 UTC 2026","Sun May 17 06:17:39 UTC 2026","5977","","","","","","Home Page - Navigate to affiliate program page",""
"broken","Sun May 17 06:28:29 UTC 2026","Sun May 17 06:31:25 UTC 2026","175796","","","","","","Agent Signup - Email field validation on agent signup",""
"broken","Sun May 17 06:54:11 UTC 2026","Sun May 17 06:57:26 UTC 2026","194896","","","","","","Home Page - Change currency to NGN",""
"broken","Sun May 17 06:50:50 UTC 2026","Sun May 17 06:54:11 UTC 2026","201466","","","","","","Home Page - Navigate to visa booking page",""
"passed","Sun May 17 06:16:03 UTC 2026","Sun May 17 06:16:22 UTC 2026","19741","","","","","","Home Page - Header navigation links are present",""
"broken","Sun May 17 06:31:25 UTC 2026","Sun May 17 06:34:17 UTC 2026","172321","","","","","","Agent Signup - Successful agent signup",""
"broken","Sun May 17 06:28:29 UTC 2026","Sun May 17 06:31:27 UTC 2026","177776","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Sun May 17 06:17:05 UTC 2026","Sun May 17 06:17:11 UTC 2026","5977","","","","","","Home Page - Navigate to refund policy page",""
"broken","Sun May 17 07:00:02 UTC 2026","Sun May 17 07:02:49 UTC 2026","166612","","","","","","Home Page - Navigate to tours booking page",""
