"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 12:48:34 UTC 2026","Sat May 09 12:48:56 UTC 2026","21387","","","","","","Home Page - Change language to Russian",""
"passed","Sat May 09 12:48:56 UTC 2026","Sat May 09 12:49:21 UTC 2026","24250","","","","","","Agent Signup - First name field validation on agent signup",""
"passed","Sat May 09 12:48:55 UTC 2026","Sat May 09 12:49:14 UTC 2026","18524","","","","","","Home Page - Home page loads successfully",""
"passed","Sat May 09 12:48:31 UTC 2026","Sat May 09 12:48:55 UTC 2026","23850","","","","","","Customer Signup - Successful customer signup",""
"passed","Sat May 09 12:48:56 UTC 2026","Sat May 09 12:49:13 UTC 2026","17214","","","","","","Home Page - Navigate to flight booking page",""
"passed","Sat May 09 12:47:31 UTC 2026","Sat May 09 12:47:59 UTC 2026","28344","","","","","","Customer Authentication - Successful customer login and session storage",""
"passed","Sat May 09 12:48:05 UTC 2026","Sat May 09 12:48:34 UTC 2026","29056","","","","","","Home Page - Download app section is displayed",""
"passed","Sat May 09 12:48:05 UTC 2026","Sat May 09 12:48:32 UTC 2026","26517","","","","","","Agent Signup - Confirm password field validation on agent signup",""
"passed","Sat May 09 12:48:05 UTC 2026","Sat May 09 12:48:31 UTC 2026","25981","","","","","","Customer Signup - Email field validation on customer signup",""
"passed","Sat May 09 12:47:31 UTC 2026","Sat May 09 12:47:59 UTC 2026","28610","","","","","","Agent Authentication - Successful agent login and session storage",""
"passed","Sat May 09 12:49:31 UTC 2026","Sat May 09 12:49:49 UTC 2026","17404","","","","","","Home Page - Navigate to tours booking page",""
"passed","Sat May 09 12:48:32 UTC 2026","Sat May 09 12:48:56 UTC 2026","24545","","","","","","Agent Signup - Password field validation on agent signup",""
"passed","Sat May 09 12:47:31 UTC 2026","Sat May 09 12:48:00 UTC 2026","28860","","","","","","Admin Authentication - Successful admin login and session storage",""
"passed","Sat May 09 12:49:34 UTC 2026","Sat May 09 12:49:51 UTC 2026","16422","","","","","","Home Page - Navigate to visa booking page",""
"passed","Sat May 09 12:49:14 UTC 2026","Sat May 09 12:49:34 UTC 2026","20354","","","","","","Home Page - Header navigation links are present",""
"passed","Sat May 09 12:49:21 UTC 2026","Sat May 09 12:49:46 UTC 2026","25681","","","","","","Agent Signup - Successful agent signup",""
"passed","Sat May 09 12:49:13 UTC 2026","Sat May 09 12:49:31 UTC 2026","18225","","","","","","Home Page - Navigate to cars booking page",""
